month,town,resale_price
2019-08,WOODLANDS,438000
2019-08,WOODLANDS,448000
2019-08,YISHUN,335000
2019-08,YISHUN,340000
2019-08,YISHUN,355000
2019-08,YISHUN,362000
2019-08,YISHUN,365000
2019-08,YISHUN,365000
2019-08,YISHUN,368000
2019-08,YISHUN,368888
2019-08,YISHUN,370000
2019-08,YISHUN,370000
2019-08,YISHUN,375000
2019-08,YISHUN,380000
2019-08,YISHUN,382500
2019-08,YISHUN,383000
2019-08,YISHUN,383000
2019-08,YISHUN,386000
2019-08,YISHUN,388000
2019-08,YISHUN,388000
2019-08,YISHUN,388000
2019-08,YISHUN,390000
2019-08,YISHUN,395000
2019-08,YISHUN,398000
2019-08,YISHUN,400000
2019-08,YISHUN,400000
2019-08,YISHUN,400000
2019-08,YISHUN,400000
2019-08,YISHUN,400000
2019-08,YISHUN,412000
2019-08,YISHUN,412000
2019-08,YISHUN,412000
2019-08,YISHUN,415000
2019-08,YISHUN,417500
2019-08,YISHUN,420000
2019-08,YISHUN,420000
2019-08,YISHUN,420000
2019-08,YISHUN,422000
2019-08,YISHUN,425000
2019-08,YISHUN,427000
2019-08,YISHUN,428000
2019-08,YISHUN,429000
2019-08,YISHUN,432888
2019-08,YISHUN,438000
2019-08,YISHUN,545000
2019-08,YISHUN,565000
2019-08,YISHUN,565000
2019-08,YISHUN,568000
2019-08,YISHUN,588000
2019-08,YISHUN,588000
2019-09,SEMBAWANG,360000
2019-09,SEMBAWANG,365000
2019-09,SEMBAWANG,380888
2019-09,SEMBAWANG,390000
2019-09,SEMBAWANG,390000
2019-09,SEMBAWANG,395000
2019-09,SEMBAWANG,415000
2019-09,SEMBAWANG,415000
2019-09,SEMBAWANG,425000
2019-09,WOODLANDS,325000
2019-09,WOODLANDS,370000
2019-09,WOODLANDS,377000
2019-09,WOODLANDS,380000
2019-09,WOODLANDS,385000
2019-09,WOODLANDS,390000
2019-09,WOODLANDS,393000
2019-09,WOODLANDS,405000
2019-09,WOODLANDS,415000
2019-09,WOODLANDS,435000
2019-09,WOODLANDS,460000
2019-09,YISHUN,335000
2019-09,YISHUN,350000
2019-09,YISHUN,355000
2019-09,YISHUN,358000
2019-09,YISHUN,370000
2019-09,YISHUN,375000
2019-09,YISHUN,382888
2019-09,YISHUN,383000
2019-09,YISHUN,385000
2019-09,YISHUN,390000
2019-09,YISHUN,390000
2019-09,YISHUN,392000
2019-09,YISHUN,397000
2019-09,YISHUN,408000
2019-09,YISHUN,408000
2019-09,YISHUN,410000
2019-09,YISHUN,410000
2019-09,YISHUN,410000
2019-09,YISHUN,412000
2019-09,YISHUN,412000
2019-09,YISHUN,415000
2019-09,YISHUN,415000
